URL, Sector,Industry,Ticker,NSE_Ticker,BSE_Ticker,Company Name
https://www.screener.in/company/IGL/, Finance ,Finance & Investments ,IGL,IGL.NS,IGL.BO,Indraprastha Gas Limited
https://www.screener.in/company/IIFL/, Hotels & Restaurants ,Hotels ,IIFL,IIFL.NS,IIFL.BO,IIFL Finance Limited
https://www.screener.in/company/INDHOTEL/, E-Commerce/App based Aggregator ,Miscellaneous ,INDHOTEL,INDHOTEL.NS,INDHOTEL.BO,The Indian Hotels Company Limited
https://www.screener.in/company/INDIAMART/, Banks ,Banks - Public Sector ,INDIAMART,INDIAMART.NS,INDIAMART.BO,Indiamart Intermesh Limited
https://www.screener.in/company/INDIANB/, Air Transport Service ,Transport - Airlines ,INDIANB,INDIANB.NS,INDIANB.BO,Indian Bank
https://www.screener.in/company/INDIGO/, Banks ,Banks - Private Sector ,INDIGO,INDIGO.NS,INDIGO.BO,InterGlobe Aviation Limited
https://www.screener.in/company/INDUSINDBK/, Telecomm Equipment & Infra Services ,Transmisson Line Towers / Equipment ,INDUSINDBK,INDUSINDBK.NS,INDUSINDBK.BO,IndusInd Bank Limited
https://www.screener.in/company/INDUSTOWER/, Capital Goods - Electrical Equipment ,Electric Equipment ,INDUSTOWER,INDUSTOWER.NS,INDUSTOWER.BO, Indus Towers Limited
https://www.screener.in/company/INOXWIND/, IT - Software ,Computers - Software - Medium / Small ,INOXWIND,INOXWIND.NS,INOXWIND.BO,Inox Wind Limited
https://www.screener.in/company/INTELLECT/, Banks ,Banks - Public Sector ,INTELLECT,INTELLECT.NS,INTELLECT.BO,Intellect Design Arena Limited
https://www.screener.in/company/IOB/, Refineries ,Refineries ,IOB,IOB.NS,IOB.BO,Indian Overseas Bank
https://www.screener.in/company/IOC/, Pharmaceuticals ,Pharmaceuticals - Indian - Bulk Drugs & Formln ,IOC,IOC.NS,IOC.BO,Biocon Limited
https://www.screener.in/company/IPCALAB/, Infrastructure Developers & Operators ,Construction ,IPCALAB,IPCALAB.NS,IPCALAB.BO,IPCA Laboratories Limited
https://www.screener.in/company/IRB/, Infrastructure Developers & Operators ,Construction ,IRB,IRB.NS,IRB.BO,IRB Infrastructure Developers Limited
https://www.screener.in/company/IRCON/, Railways ,Travel Agencies ,IRCON,IRCON.NS,IRCON.BO,Ircon International Limited
https://www.screener.in/company/IRCTC/, Finance ,Finance - Term-Lending Institutions ,IRCTC,IRCTC.NS,IRCTC.BO, Indian Railway Catering & Tourism Corporation Limited
https://www.screener.in/company/IREDA/, Finance ,Finance - Term-Lending Institutions ,IREDA,IREDA.NS,IREDA.BO,Indian Renewable Energy Development Agency Limited
https://www.screener.in/company/IRFC/, Stock/ Commodity Brokers ,Finance & Investments ,IRFC,IRFC.NS,IRFC.BO,Indian Railway Finance Corporation Limited
https://www.screener.in/company/ISEC/, Tobacco Products ,Cigarettes ,ISEC,ISEC.NS,ISEC.BO,ICICI Securities Limited
https://www.screener.in/company/ITC/,Finance,Finance & Investments,ITC,ITC.NS,ITC.BO,ITC Limited
